"Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Class"
4,"rent",48,27,"married","no","fixed",58,125,0,0,1200,1580,"negative"
1,"rent",36,35,"married","no","freelance",66,208,4000,0,1000,1300,"negative"
1,"parents",48,18,"single","no","partime",35,81,0,0,1150,1314,"positive"
3,"owner",24,35,"married","no","fixed",75,160,1800,0,200,957,"negative"
10,"rent",60,33,"married","no","freelance",75,300,2700,0,1000,1500,"negative"
8,"priv",36,39,"married","no","fixed",60,135,4000,1500,1300,1504,"negative"
20,"parents",60,36,"married","no","fixed",60,121,0,0,850,935,"negative"
3,"parents",48,29,"single","no","fixed",35,145,0,0,1000,1028,"negative"
1,"parents",48,23,"single","no","fixed",35,165,0,0,1300,1440,"positive"
19,"owner",12,34,"married","no","freelance",75,428,32000,0,500,1030,"negative"
2,"rent",48,57,"married","no","others",68,233,0,0,1200,1366,"negative"
11,"owner",60,38,"married","yes","fixed",90,245,4000,0,1700,1768,"positive"
1,"owner",48,42,"married","yes","freelance",75,200,9000,4500,1400,1700,"positive"
15,"owner",60,44,"married","no","freelance",60,42,10000,0,910,1450,"negative"
10,"owner",48,37,"divorced","no","fixed",35,87,3500,450,500,1155,"negative"
1,"priv",48,34,"married","yes","freelance",45,200,3000,1500,1000,1191,"positive"
25,"owner",12,43,"married","no","freelance",75,250,100000,0,600,841,"negative"
4,"rent",60,42,"divorced","yes","fixed",70,350,0,0,2200,2441,"positive"
0,"other",48,24,"married","no","fixed",60,105,0,0,1200,1516,"positive"
1,"owner",60,36,"single","no","freelance",60,100,4500,1500,400,1591,"negative"
2,"parents",60,52,"married","yes","freelance",75,160,5000,0,1350,1999,"positive"
0,"rent",36,34,"separated","no","fixed",49,140,0,0,1150,1600,"positive"
16,"parents",60,31,"married","no","fixed",45,160,0,0,1400,1850,"negative"
8,"owner",60,36,"married","no","freelance",75,148,2600,0,1400,1775,"negative"
20,"parents",36,50,"married","no","freelance",45,113,20000,0,700,1224,"negative"
5,"parents",60,33,"married","no","fixed",45,97,0,0,1500,1663,"negative"
20,"owner",60,54,"married","no","fixed",60,107,1500,0,1250,1500,"negative"
5,"rent",60,40,"married","yes","fixed",66,206,0,0,1900,2225,"positive"
1,"owner",60,29,"married","no","fixed",45,275,6000,1810,1600,1930,"negative"
3,"owner",60,31,"married","no","fixed",45,176,4500,2500,1400,1607,"negative"
2,"rent",36,32,"married","no","fixed",63,175,0,0,1000,1230,"negative"
3,"owner",24,51,"married","no","fixed",45,223,20000,0,1400,1581,"negative"
7,"rent",60,31,"married","no","fixed",67,70,0,0,790,1072,"negative"
9,"rent",36,46,"married","no","fixed",84,87,0,0,1200,1471,"positive"
1,"owner",60,35,"married","no","freelance",90,42,5000,100,500,1300,"positive"
14,"parents",60,33,"single","no","fixed",35,60,0,0,1150,1192,"negative"
6,"other",48,25,"single","no","fixed",35,300,0,0,2400,2700,"negative"
0,"other",36,31,"married","no","fixed",75,144,0,0,450,500,"negative"
2,"parents",48,30,"married","no","fixed",60,180,0,0,1350,1770,"negative"
1,"rent",48,40,"married","no","others",82,69,0,0,1100,1197,"positive"
12,"rent",60,37,"married","yes","fixed",86,110,0,0,700,950,"negative"
1,"parents",36,22,"single","yes","partime",35,50,0,0,425,450,"positive"
0,"parents",60,24,"single","yes","partime",35,86,0,0,1400,1707,"positive"
11,"owner",36,27,"married","no","fixed",60,172,7000,0,900,1201,"negative"
9,"rent",60,32,"married","yes","freelance",71,109,0,0,1135,1355,"positive"
13,"owner",60,43,"married","no","fixed",60,95,3000,0,890,1196,"negative"
29,"rent",60,57,"married","no","fixed",80,203,0,0,1100,1297,"negative"
33,"owner",48,59,"married","yes","fixed",45,114,10000,0,1200,1420,"positive"
3,"rent",48,60,"widow","no","freelance",54,186,0,0,850,1036,"negative"
0,"rent",60,25,"single","no","fixed",51,155,0,0,800,1201,"negative"
5,"parents",60,28,"married","no","fixed",60,195,1800,0,1000,1527,"negative"
3,"owner",60,40,"married","no","freelance",75,246,2500,0,1300,1500,"positive"
21,"rent",48,36,"married","no","fixed",86,113,0,0,950,1057,"negative"
6,"owner",48,27,"married","no","freelance",60,290,4300,900,1500,2127,"negative"
25,"owner",60,44,"married","no","fixed",45,125,2500,0,1200,1570,"negative"
5,"rent",24,34,"married","no","freelance",95,199,0,0,250,650,"negative"
1,"owner",60,28,"married","no","fixed",45,133,5000,9000,700,1175,"negative"
1,"owner",60,39,"married","no","fixed",60,210,2000,0,700,825,"negative"
11,"owner",60,28,"married","no","fixed",45,78,4000,0,850,978,"negative"
1,"rent",36,37,"divorced","no","partime",55,200,15000,0,1100,1650,"negative"
0,"parents",60,20,"married","no","freelance",45,100,0,0,1850,2150,"negative"
2,"rent",48,36,"married","no","fixed",85,95,0,0,1340,1771,"positive"
5,"rent",48,28,"married","no","fixed",63,183,0,0,1100,1615,"negative"
2,"parents",24,20,"single","no","fixed",35,43,0,0,450,994,"negative"
7,"priv",60,32,"married","no","fixed",75,120,3000,3000,870,1147,"negative"
3,"parents",60,19,"single","no","freelance",45,198,2500,0,1100,1194,"positive"
2,"rent",36,21,"single","no","fixed",45,100,0,0,700,825,"positive"
3,"rent",36,23,"single","no","fixed",50,150,0,0,1000,1128,"negative"
10,"owner",36,47,"married","no","fixed",60,133,3000,0,360,360,"negative"
10,"owner",48,37,"widow","no","others",45,110,3000,0,500,1190,"negative"
10,"owner",60,51,"married","no","fixed",60,202,2000,0,1400,1580,"negative"
1,"priv",24,31,"married","no","fixed",60,140,2000,500,1100,1600,"negative"
4,"owner",60,49,"married","no","fixed",45,123,5000,0,1450,1735,"negative"
2,"owner",60,27,"married","no","fixed",45,275,8000,4500,1500,2178,"negative"
3,"priv",60,34,"married","yes","fixed",75,200,2500,0,1350,1589,"positive"
0,"owner",48,29,"separated","no","fixed",35,55,4000,0,757,1566,"positive"
1,"owner",60,51,"married","no","others",45,105,3000,0,1200,1250,"negative"
15,"owner",60,34,"married","no","fixed",75,146,5000,0,1400,1626,"negative"
10,"owner",60,42,"married","yes","fixed",75,100,6000,1500,1350,1414,"negative"
2,"rent",60,46,"separated","no","fixed",49,136,0,0,1500,1687,"positive"
8,"owner",60,40,"married","no","fixed",60,90,4500,0,1100,1638,"negative"
7,"owner",60,26,"married","no","fixed",60,116,3000,0,1400,1460,"negative"
17,"owner",36,31,"married","no","fixed",75,128,7000,4800,700,1400,"negative"
10,"owner",54,47,"married","no","fixed",60,105,3000,0,850,911,"negative"
6,"owner",30,45,"married","no","fixed",90,125,3000,0,1050,1559,"negative"
0,"other",60,26,"married","no","partime",45,68,0,0,1200,1315,"negative"
1,"owner",36,41,"married","no","fixed",75,400,5500,0,1800,2600,"negative"
6,"owner",48,31,"married","no","fixed",60,251,3000,400,1000,1208,"negative"
2,"rent",60,23,"single","no","fixed",58,225,0,0,800,975,"negative"
2,"parents",60,34,"single","no","fixed",35,140,0,0,1200,1274,"negative"
7,"rent",60,38,"married","no","freelance",107,320,1500,0,1050,1092,"negative"
1,"rent",60,54,"married","no","others",54,87,8000,0,1000,1202,"negative"
15,"owner",60,37,"married","no","others",90,90,5000,1800,1500,1816,"positive"
2,"parents",48,26,"married","no","fixed",60,110,10000,0,1300,1700,"negative"
20,"owner",54,59,"married","no","freelance",60,87,3500,0,500,984,"negative"
30,"rent",60,54,"married","no","fixed",54,93,0,0,1000,1387,"negative"
12,"owner",48,27,"married","yes","fixed",45,110,5000,1300,450,1636,"negative"
2,"rent",60,28,"single","no","fixed",43,81,0,0,1000,1135,"negative"
3,"owner",60,53,"married","no","fixed",45,98,3500,0,1350,1453,"positive"
7,"owner",60,48,"married","no","freelance",60,155,4500,0,1400,1500,"negative"
4,"owner",48,30,"married","no","fixed",60,167,3500,1000,800,1350,"negative"
14,"priv",60,28,"married","no","fixed",60,190,18000,0,1850,2247,"negative"
10,"owner",60,34,"married","no","fixed",75,110,2500,300,1150,1367,"negative"
12,"rent",60,55,"married","yes","fixed",62,170,0,0,1800,2154,"positive"
5,"parents",60,28,"single","no","fixed",35,70,0,0,900,1492,"negative"
2,"owner",60,31,"single","no","fixed",35,55,7500,0,800,1351,"positive"
30,"parents",60,56,"married","no","fixed",45,80,10000,0,1500,2040,"positive"
3,"owner",60,38,"married","yes","partime",75,81,4000,0,1000,1037,"negative"
0,"other",48,25,"single","no","fixed",35,139,0,0,1200,1202,"positive"
0,"rent",48,35,"married","no","fixed",66,206,0,0,1500,1683,"negative"
3,"parents",48,31,"single","no","fixed",35,120,0,0,1000,1100,"negative"
30,"other",48,52,"married","no","freelance",90,300,12000,0,1700,1734,"negative"
13,"priv",60,33,"married","no","fixed",75,224,7000,0,1600,1604,"negative"
0,"rent",60,30,"married","no","fixed",68,80,0,0,1000,1330,"negative"
3,"owner",60,37,"married","no","partime",90,166,3000,0,800,877,"positive"
0,"owner",36,54,"married","no","partime",60,110,11500,0,1100,1759,"negative"
7,"parents",48,32,"married","yes","fixed",45,161,0,0,970,1564,"positive"
4,"owner",60,23,"married","no","fixed",45,80,4000,0,1100,1306,"negative"
10,"owner",24,39,"married","no","fixed",75,150,3000,0,500,1108,"negative"
1,"rent",36,28,"single","no","freelance",52,170,0,0,350,1500,"positive"
2,"parents",60,43,"married","no","fixed",45,100,0,0,1500,1645,"negative"
30,"rent",60,50,"married","no","freelance",68,225,10000,0,1300,1500,"negative"
3,"rent",60,41,"married","yes","fixed",77,166,0,0,2200,2625,"negative"
0,"parents",36,27,"single","no","fixed",45,200,5000,0,800,1456,"negative"
10,"owner",42,25,"married","no","fixed",45,110,3000,0,1500,2178,"negative"
4,"rent",36,35,"single","no","fixed",46,110,0,0,1000,1642,"negative"
1,"owner",60,31,"married","no","partime",45,160,4000,300,1200,1265,"negative"
13,"parents",36,43,"single","no","fixed",35,204,0,0,200,325,"negative"
4,"parents",60,28,"married","no","partime",45,135,0,0,1350,1471,"positive"
1,"parents",48,22,"single","no","freelance",45,158,0,0,260,1440,"negative"
8,"owner",60,42,"married","yes","freelance",75,290,10000,0,1200,2140,"negative"
14,"owner",60,41,"married","no","fixed",60,100,6000,0,450,1377,"negative"
6,"owner",60,29,"married","no","fixed",60,115,6000,2000,1250,1780,"negative"
1,"owner",18,27,"married","no","partime",45,149,2000,0,700,818,"negative"
16,"owner",60,32,"married","yes","fixed",75,143,4000,0,650,1017,"negative"
10,"parents",36,27,"married","yes","fixed",60,150,0,0,1000,1788,"negative"
11,"parents",48,37,"single","no","fixed",35,199,10000,0,1100,1212,"negative"
40,"rent",36,59,"married","no","fixed",59,142,0,0,1000,1800,"negative"
13,"owner",54,52,"married","no","fixed",75,80,4000,0,1300,1394,"positive"
7,"rent",36,25,"married","no","fixed",69,93,0,0,250,400,"positive"
3,"parents",36,24,"separated","no","fixed",45,113,0,0,850,940,"negative"
13,"parents",48,51,"married","no","fixed",45,92,3000,500,1220,1433,"negative"
7,"owner",36,39,"married","no","freelance",75,205,4000,0,1300,1439,"negative"
7,"owner",60,33,"single","no","fixed",35,210,6000,0,1700,2414,"negative"
4,"owner",24,31,"married","no","fixed",60,256,3000,0,600,1571,"negative"
5,"rent",36,30,"married","no","freelance",101,260,0,0,1000,1500,"negative"
7,"owner",60,24,"married","no","fixed",45,106,2500,0,1200,1258,"negative"
10,"owner",48,31,"married","no","fixed",60,160,4500,0,450,1403,"negative"
16,"owner",60,39,"married","no","fixed",60,148,3500,0,750,1346,"negative"
2,"owner",36,42,"married","no","fixed",75,220,3500,0,1500,2195,"negative"
6,"owner",36,37,"married","no","freelance",75,63,4000,50,800,1637,"negative"
3,"owner",36,38,"married","no","fixed",75,106,8500,0,2375,2375,"negative"
16,"owner",60,42,"married","no","fixed",75,81,3500,0,870,873,"positive"
1,"parents",60,23,"single","no","fixed",35,100,0,0,1210,1450,"positive"
0,"other",60,40,"married","yes","fixed",75,260,2500,0,1500,1607,"positive"
12,"owner",24,36,"married","no","fixed",60,243,6000,0,600,1376,"negative"
1,"rent",60,27,"single","no","fixed",44,88,0,0,1000,1092,"negative"
40,"owner",24,60,"married","no","freelance",75,186,8000,0,900,1307,"negative"
30,"owner",48,45,"married","no","fixed",75,105,10000,2400,830,1128,"negative"
5,"owner",48,65,"married","no","freelance",75,80,30000,2000,700,1698,"negative"
10,"priv",60,40,"married","no","fixed",60,154,1500,0,825,1075,"negative"
13,"rent",60,40,"separated","no","freelance",64,35,2500,0,1920,1920,"positive"
3,"rent",48,33,"married","no","fixed",66,63,2000,0,800,1298,"negative"
0,"other",36,28,"married","yes","others",45,297,8000,0,1360,1362,"positive"
1,"rent",60,33,"married","no","fixed",91,161,0,0,1700,1770,"positive"
25,"owner",36,51,"separated","no","freelance",35,200,5000,0,1700,2022,"negative"
11,"priv",48,31,"married","no","fixed",45,140,4000,0,700,1225,"negative"
7,"owner",12,36,"married","no","fixed",90,125,20000,0,375,724,"negative"
4,"parents",24,23,"single","no","fixed",35,78,3000,0,500,1346,"negative"
5,"other",60,33,"single","no","fixed",35,57,0,0,1000,1415,"positive"
31,"rent",60,51,"married","yes","fixed",135,300,0,0,1000,1380,"negative"
10,"owner",36,32,"married","no","freelance",75,202,2100,0,900,900,"negative"
16,"owner",48,50,"married","no","fixed",90,175,21500,1950,1100,1639,"negative"
19,"owner",36,52,"married","no","freelance",45,150,15000,0,1420,2220,"negative"
0,"parents",60,34,"single","no","others",45,158,2000,0,1020,1600,"negative"
1,"owner",48,28,"married","no","partime",45,123,4000,1978,1100,1556,"negative"
1,"rent",48,36,"married","no","freelance",88,125,0,0,1500,1878,"positive"
0,"owner",60,27,"married","no","partime",45,113,3000,1500,1200,1532,"positive"
2,"owner",24,26,"married","yes","freelance",45,167,4000,0,340,900,"negative"
4,"rent",36,24,"married","yes","fixed",75,148,0,0,900,1100,"positive"
0,"priv",60,47,"married","no","partime",75,156,2000,200,600,1556,"positive"
13,"owner",48,40,"married","no","fixed",60,123,4000,0,900,1054,"negative"
1,"owner",60,42,"married","no","partime",120,143,5500,2000,1160,1285,"positive"
17,"rent",48,52,"married","no","fixed",93,180,0,0,1200,1338,"positive"
5,"rent",36,45,"married","no","others",90,150,10000,0,1100,1556,"negative"
17,"owner",60,47,"married","no","fixed",60,92,4500,0,1100,1194,"negative"
8,"owner",60,25,"married","no","fixed",45,139,4000,1300,1450,1556,"negative"
0,"owner",60,50,"married","no","fixed",75,250,15500,0,1000,1989,"negative"
5,"owner",6,44,"married","no","fixed",75,315,13000,0,500,2624,"negative"
8,"owner",36,48,"married","yes","fixed",35,121,3000,0,400,925,"positive"
3,"owner",48,19,"single","no","fixed",35,180,4000,0,800,1128,"negative"
18,"owner",48,48,"married","yes","fixed",105,129,3000,0,780,2220,"negative"
22,"owner",60,46,"married","no","fixed",90,214,8000,0,1120,1395,"negative"
12,"owner",60,50,"married","no","fixed",45,99,5000,0,1100,1137,"negative"
12,"parents",36,30,"married","no","freelance",75,110,0,0,800,875,"negative"
13,"priv",60,30,"married","yes","fixed",75,85,3500,0,1100,1417,"positive"
3,"owner",18,39,"married","yes","fixed",90,138,7000,0,500,700,"negative"
1,"owner",60,27,"married","no","fixed",60,93,4000,0,1000,1207,"negative"
29,"owner",60,52,"married","no","fixed",75,100,3000,0,1100,1268,"negative"
1,"rent",48,42,"married","no","freelance",76,160,0,0,1200,1326,"negative"
3,"other",36,22,"married","no","fixed",45,215,0,0,1470,1480,"positive"
23,"parents",60,43,"single","no","fixed",35,90,3500,0,1050,1228,"negative"
20,"owner",36,36,"married","no","fixed",90,464,5000,0,2000,2168,"negative"
5,"priv",60,23,"married","no","fixed",35,167,7000,2160,1650,2100,"negative"
3,"rent",60,40,"married","no","fixed",84,86,0,0,1000,1197,"negative"
1,"priv",24,50,"married","no","freelance",60,125,5000,3000,360,510,"positive"
15,"owner",36,52,"married","no","fixed",105,274,8000,0,300,325,"negative"
10,"owner",36,38,"married","no","fixed",75,135,5500,1440,690,1000,"negative"
0,"parents",48,35,"married","yes","fixed",60,300,0,0,1400,1748,"positive"
9,"owner",60,34,"married","yes","freelance",75,300,4000,300,1000,1392,"positive"
9,"rent",60,34,"married","no","fixed",103,128,0,0,500,820,"negative"
25,"owner",18,49,"married","no","freelance",90,90,4000,0,300,1275,"negative"
19,"owner",60,37,"single","yes","fixed",35,115,10000,6000,1500,1758,"positive"
10,"rent",60,33,"married","no","fixed",56,107,0,0,600,1250,"negative"
10,"owner",60,34,"married","no","freelance",75,300,11000,0,1000,1560,"negative"
10,"owner",48,42,"married","no","freelance",105,230,30000,5000,1200,1570,"negative"
4,"owner",24,32,"married","no","fixed",45,122,4000,1,500,1045,"negative"
1,"parents",36,19,"single","no","partime",35,43,0,0,425,500,"negative"
1,"owner",48,45,"married","no","freelance",90,250,4000,0,1700,1800,"negative"
19,"parents",12,41,"married","no","freelance",90,190,500,0,500,1600,"negative"
6,"owner",60,25,"married","no","freelance",45,100,3500,2500,950,1177,"negative"
2,"rent",48,19,"single","no","freelance",60,246,20500,0,1370,1371,"negative"
11,"rent",36,59,"married","no","fixed",69,85,0,0,850,1100,"positive"
20,"rent",36,56,"married","yes","fixed",77,173,0,0,1100,1256,"negative"
18,"rent",48,42,"married","yes","freelance",75,150,0,0,1000,1469,"negative"
0,"parents",60,38,"married","no","partime",90,86,5000,0,1600,1682,"positive"
0,"parents",60,22,"single","no","partime",45,183,4000,0,1150,1150,"negative"
1,"rent",36,44,"separated","no","others",55,100,0,0,675,675,"positive"
1,"owner",60,31,"married","no","fixed",60,94,2500,0,900,1236,"negative"
25,"owner",48,49,"married","no","fixed",60,150,6000,0,650,1265,"negative"
15,"rent",60,55,"married","no","freelance",74,140,0,0,1000,1204,"negative"
21,"rent",60,55,"widow","no","fixed",56,107,0,0,1100,1353,"positive"
10,"priv",36,38,"married","yes","fixed",60,117,4030,0,950,1330,"negative"
12,"owner",60,60,"married","no","fixed",60,230,12000,0,950,1200,"negative"
10,"rent",60,58,"divorced","no","freelance",82,470,0,0,1350,1488,"positive"
20,"other",36,39,"married","no","fixed",60,102,0,0,650,1695,"negative"
10,"owner",60,34,"married","no","fixed",75,210,6000,0,900,1547,"negative"
1,"parents",60,21,"single","no","partime",35,42,0,0,1100,1112,"negative"
5,"rent",60,37,"single","no","fixed",48,130,0,0,600,1062,"negative"
2,"priv",48,25,"married","no","partime",45,90,3000,2000,800,1567,"positive"
